id,entity1_id,entity2_id,start_date,end_date
147755,1713,43496,1998-00-00,NULL
147759,1713,15034,NULL,NULL
147768,1702,76790,1998-00-00,2001-00-00
147769,1702,28225,NULL,NULL
147770,1702,43497,NULL,NULL
147773,1704,43499,1996-00-00,2007-00-00
147783,43500,151,2005-00-00,2009-09-00
147807,1649,43501,NULL,2007-00-00
147810,1647,18990,NULL,1992-00-00
147827,41450,33958,NULL,NULL
147864,44427,33405,1997-00-00,NULL
147875,43525,33405,NULL,NULL
147877,5180,33405,NULL,NULL
147907,59621,43528,NULL,NULL
147969,59621,43529,2003-00-00,NULL
147970,15334,43529,1996-00-00,NULL
148034,43525,43536,NULL,NULL
148035,13719,43537,2008-00-00,NULL
148036,43538,43537,2008-00-00,NULL
148038,43540,43537,2008-00-00,NULL
148039,43541,43537,2008-00-00,NULL
148040,14142,43537,2008-00-00,NULL
148041,43542,43537,2008-00-00,NULL
148042,14315,43537,2008-00-00,NULL
148046,43541,28294,NULL,NULL
148050,43546,43547,NULL,NULL
148051,43546,43548,NULL,NULL
148488,43560,43561,NULL,NULL
148489,43560,33405,NULL,NULL
148490,19681,33405,NULL,2010-00-00
148491,43562,43563,NULL,NULL
148492,43562,33405,NULL,NULL
148493,9943,33405,NULL,NULL
148495,43564,33405,NULL,NULL
148496,17100,33405,NULL,NULL
148499,43565,33405,NULL,NULL
148500,43567,43568,NULL,NULL
148501,43567,33405,NULL,NULL
148502,10617,119030,NULL,NULL
148503,10617,33405,NULL,NULL
148504,20439,33405,NULL,NULL
148506,43570,33405,NULL,NULL
148539,43574,33405,NULL,NULL
148565,43576,33405,NULL,NULL
148629,43577,33405,NULL,NULL
148630,6155,33405,NULL,NULL
148632,43579,33405,NULL,NULL
148634,43580,33405,NULL,NULL
148635,5823,33405,NULL,NULL
148637,43581,33405,NULL,NULL
148639,6434,33405,NULL,NULL
148640,43583,43584,NULL,NULL
148641,43583,33405,NULL,2010-00-00
148642,43585,43586,NULL,NULL
148643,43585,33405,NULL,NULL
148645,5368,33405,NULL,NULL
148646,43587,43588,NULL,NULL
148647,43587,33405,NULL,NULL
148648,41623,33405,NULL,NULL
148650,43589,33405,NULL,NULL
148651,43591,43592,NULL,NULL
148652,43591,33405,NULL,NULL
148653,43593,33405,NULL,NULL
148654,43594,43595,NULL,NULL
148655,43594,33405,NULL,NULL
148660,43512,40358,NULL,NULL
148696,38653,333,1983-00-00,1991-00-00
148698,38653,333,1983-00-00,1991-00-00
148702,43601,43600,NULL,NULL
148709,43416,43600,NULL,NULL
148710,43602,43600,NULL,NULL
148738,41026,43604,1998-03-00,NULL
148743,43606,43607,NULL,NULL
148750,43609,43610,1987-00-00,NULL
148757,3951,43612,NULL,NULL
148806,2610,15300,NULL,NULL
148807,2610,57,2008-08-00,NULL
148812,8398,43616,2003-00-00,2006-00-00
148813,8398,43616,2007-00-00,2007-00-00
148843,8670,28575,1999-00-00,NULL
148849,38644,306,NULL,NULL
148850,7067,286,1997-00-00,NULL
148851,7067,84320,NULL,NULL
148852,1156,37806,NULL,NULL
148853,1156,477,2009-10-00,NULL
148854,43622,477,2009-10-00,NULL
148858,4556,129,NULL,NULL
148873,38645,39683,2008-00-00,NULL
148876,38645,43626,2009-07-00,NULL
148883,43628,33405,NULL,NULL
148885,43628,43630,NULL,NULL
149686,1850,43646,NULL,NULL
149687,9624,43646,NULL,NULL
149688,38647,43646,NULL,NULL
149689,3857,43646,NULL,NULL
149690,3857,43647,NULL,NULL
149692,11646,43647,2008-05-00,NULL
149694,43648,33772,1966-00-00,2002-00-00
149699,35951,15116,1999-00-00,NULL
149774,5338,61,2009-00-00,NULL
149929,43653,43600,NULL,NULL
149930,43655,43600,NULL,NULL
149935,43436,43600,NULL,NULL
149946,1529,11,NULL,NULL
149951,1984,43660,NULL,NULL
149962,43663,43659,2008-05-00,NULL
149963,43663,43664,2004-02-00,NULL
150061,1982,43680,NULL,NULL
150238,43682,61,NULL,NULL
150267,5073,307,2003-09-03,2008-06-00
150268,5073,307,2003-09-03,2004-07-00
150269,5073,33337,2002-03-00,2003-09-03
150273,5073,55,2006-01-00,2007-09-17
150308,43695,307,2007-00-00,NULL
150357,42690,43696,2009-10-00,2011-07-00
150422,34584,43699,2002-00-00,2007-00-00
150593,5327,43709,1999-00-00,NULL
150616,43710,33423,2008-00-00,NULL
150622,3076,43709,2008-00-00,NULL
150651,43713,708,NULL,NULL
150653,43713,43714,2001-09-00,NULL
155670,43743,79785,2000-00-00,NULL
155699,43747,43748,NULL,NULL
155753,6151,15039,NULL,NULL
155754,6151,43755,1997-00-00,NULL
155757,6063,43755,2006-00-00,NULL
155770,1893,41403,NULL,NULL
155773,5105,41403,NULL,NULL
155809,8069,43763,1996-00-00,NULL
155810,8069,43764,2000-12-00,NULL
155811,8069,43765,NULL,NULL
155816,36827,43769,NULL,NULL
155819,43772,33759,NULL,NULL
155821,41012,33759,NULL,NULL
155823,13898,33759,NULL,NULL
155824,33695,33759,NULL,NULL
155826,1157,33759,NULL,NULL
155827,43773,33759,NULL,NULL
155828,43774,33759,2005-06-00,NULL
155829,43775,33759,NULL,NULL
155830,36830,43776,NULL,NULL
155855,12865,43778,NULL,NULL
155856,6634,356,2008-01-00,NULL
155923,43783,19015,NULL,NULL
156096,43775,137859,NULL,NULL
156102,43774,43789,1995-00-00,NULL
156556,3907,43828,NULL,NULL
156557,1495,43828,NULL,NULL
156558,10981,43828,NULL,NULL
156559,3766,43828,NULL,NULL
156573,43831,33607,NULL,NULL
156575,43831,30,1984-00-00,1993-00-00
157368,1352,43856,NULL,NULL
157369,1352,43857,NULL,NULL
157929,43885,33562,1991-00-00,NULL
157930,43885,43886,NULL,NULL
158182,3962,33562,NULL,NULL
158183,3962,43903,NULL,NULL
158184,3962,43904,NULL,NULL
158186,6351,43904,NULL,NULL
158187,3962,43905,NULL,NULL
158189,11109,43906,2006-00-00,NULL
158190,11109,43907,NULL,NULL
158480,43934,33405,2001-00-00,NULL
158481,43935,33405,NULL,NULL
158482,43936,33405,2002-00-00,NULL
158664,43946,43947,NULL,NULL
158680,43949,43952,NULL,NULL
158681,43949,37559,NULL,NULL
158682,43949,43953,NULL,NULL
158684,43949,37002,2008-06-04,NULL
158685,1832,33405,NULL,NULL
158686,43954,33405,NULL,NULL
158687,8251,33405,NULL,2010-00-00
158688,5315,33405,NULL,NULL
158689,43955,33405,NULL,NULL
158697,43958,43959,NULL,NULL
158698,43958,43960,NULL,NULL
158699,43958,43961,NULL,NULL
158809,1068,43966,NULL,NULL
158810,2663,43966,NULL,NULL
158811,1300,43966,NULL,NULL
158812,2483,43966,NULL,NULL
159843,44017,33562,2005-00-00,NULL
159951,33565,44011,NULL,NULL
160026,44037,33405,NULL,NULL
160032,44039,33405,NULL,NULL
160046,44040,33405,NULL,NULL
160082,44040,134214,1997-01-01,NULL
160234,44043,33405,NULL,NULL
160235,33565,33566,2009-00-00,NULL
160242,2061,43484,2009-00-00,NULL
160322,10073,43484,2009-00-00,NULL
160323,1185,43484,2009-00-00,NULL
160324,44046,43484,2009-00-00,NULL
160325,2036,43484,2009-00-00,NULL
160326,2067,43484,2009-00-00,NULL
160327,44047,43484,2009-00-00,NULL
160330,10073,752,NULL,NULL
160402,33471,43484,1998-00-00,NULL
160433,44052,33405,NULL,NULL
160434,4098,33405,NULL,NULL
160614,44056,33405,NULL,NULL
160616,44058,33405,NULL,NULL
160624,44059,33405,NULL,NULL
160684,44063,33405,NULL,NULL
160685,44064,33405,NULL,NULL
160706,6890,33405,NULL,NULL
160768,44070,33405,NULL,NULL
160870,44074,33405,NULL,2010-00-00
160958,44080,44079,2009-03-01,NULL
160959,44080,44079,2009-03-00,NULL
160968,44081,44079,2009-07-00,NULL
160975,22254,33405,NULL,NULL
160979,44085,33405,NULL,NULL
161086,2054,33405,NULL,NULL
161107,44093,33405,NULL,NULL
161133,4478,33405,NULL,NULL
161141,1131,33405,NULL,NULL
161166,1422,33405,NULL,NULL
161191,44096,33405,NULL,NULL
161207,44098,33405,NULL,NULL
161208,44099,33405,NULL,NULL
161232,2570,33405,NULL,NULL
161233,2963,33405,NULL,2010-00-00
161235,4736,33405,NULL,NULL
161241,3911,33405,NULL,NULL
161247,37902,33405,NULL,NULL
161932,44123,33405,NULL,NULL
161933,11883,33405,NULL,NULL
161942,44125,33405,NULL,NULL
161943,44126,33405,NULL,NULL
161970,44128,33405,NULL,NULL
161998,44129,33405,NULL,NULL
162003,34852,33405,NULL,2010-00-00
162005,44133,33405,NULL,NULL
162032,44136,33405,NULL,NULL
162048,44137,33405,NULL,NULL
162056,44138,33405,NULL,2010-00-00
162065,44140,33405,NULL,NULL
162137,3635,33405,NULL,NULL
162138,3735,33405,NULL,NULL
162140,44143,33405,NULL,NULL
162141,20274,44144,NULL,NULL
162142,20274,33405,NULL,NULL
162143,44145,44146,NULL,NULL
162144,44145,33405,NULL,NULL
162146,44147,33405,NULL,NULL
162147,44148,33405,NULL,NULL
162148,2129,33405,NULL,2010-00-00
162149,44149,44150,NULL,NULL
162150,44149,33405,NULL,NULL
162152,44151,33405,NULL,NULL
162153,10783,33405,NULL,NULL
162154,44152,44153,NULL,NULL
162155,44152,33405,NULL,NULL
162156,1721,33405,NULL,NULL
162157,44154,44155,NULL,NULL
162158,44154,33405,NULL,NULL
162159,44156,44157,1982-00-00,NULL
162160,44156,33405,NULL,NULL
162161,1171,33405,NULL,NULL
162162,44158,33405,NULL,NULL
162164,44159,33405,NULL,NULL
162165,43954,44161,NULL,NULL
162166,8251,44163,NULL,NULL
162168,5315,44165,NULL,NULL
162170,44166,33405,NULL,NULL
162171,34843,33405,NULL,NULL
162172,38853,33405,NULL,NULL
162173,44167,28353,2002-04-00,NULL
162174,44167,33405,NULL,NULL
162176,44168,33405,NULL,NULL
162177,3057,33405,NULL,NULL
162183,44171,33405,NULL,NULL
162273,44172,33405,NULL,NULL
162275,44173,33405,NULL,NULL
162276,44174,44175,1994-00-00,NULL
162277,44174,33405,NULL,NULL
162278,44176,33405,NULL,NULL
162279,44140,44177,NULL,NULL
162280,44137,44178,NULL,NULL
162296,44183,41540,2000-03-00,2002-12-00
162619,3635,33405,NULL,NULL
162620,44204,33405,NULL,NULL
162622,44427,33405,1997-00-00,NULL
162631,9943,33405,NULL,NULL
162634,4478,33405,NULL,NULL
162635,44059,33405,NULL,NULL
162694,44210,36845,NULL,NULL
162711,8644,41429,2006-02-00,NULL
162713,1099,39143,NULL,NULL
162773,44216,407,2002-04-01,2008-07-01
162774,44216,407,2000-01-01,2006-01-01
162777,44216,407,2004-04-01,2009-03-01
162778,44216,777,2005-11-00,2007-09-00
162800,41351,44220,NULL,NULL
164672,9943,33317,NULL,NULL
164693,9943,33317,NULL,NULL
165577,44158,44353,1981-00-00,2008-11-01
165582,44352,33867,NULL,NULL
165680,1171,34853,2002-00-00,2004-00-00
165968,34843,84320,2006-00-00,NULL
165969,34843,84320,2007-00-00,NULL
166006,25455,39117,NULL,NULL
166020,25455,39173,NULL,NULL
166045,25456,44385,2008-00-00,NULL
166049,25456,39418,NULL,NULL
166053,44383,44384,NULL,NULL
166932,5315,44423,NULL,NULL
166933,44427,44423,NULL,NULL
167228,44424,39904,2001-00-00,NULL
167826,9943,38038,2008-00-00,NULL
167828,10540,44464,NULL,NULL
168095,38658,29752,NULL,NULL
169664,10153,436,NULL,NULL
170361,7484,28251,NULL,NULL
170362,3610,28251,NULL,NULL
170363,7484,28292,NULL,NULL
170500,5237,15353,NULL,NULL
170879,1418,15,2009-00-00,NULL
171760,20044,39035,NULL,NULL
171767,38658,33429,NULL,NULL
172233,15306,28460,1999-00-00,NULL
172486,8302,15061,NULL,NULL
172514,5338,15061,2003-00-00,NULL
172923,1609,33260,2009-01-00,NULL
174935,2601,41625,NULL,NULL
174936,44662,41625,NULL,NULL
174937,1236,41625,NULL,NULL
174938,44663,41625,NULL,NULL
174940,1655,41625,NULL,NULL
174941,34820,41625,NULL,NULL
174942,44664,41625,NULL,NULL
174943,1792,41625,NULL,NULL
174945,44665,41625,NULL,NULL
174946,1023,41625,NULL,NULL
174947,5312,41625,NULL,NULL
174948,2196,41625,NULL,NULL
175476,38486,109236,NULL,NULL
176179,5180,44718,NULL,NULL
176774,44721,44741,NULL,NULL
176978,44093,44748,1983-00-00,2008-00-00
176984,2054,44749,1998-00-00,NULL
176985,2054,44750,NULL,NULL
176986,2054,44751,NULL,2006-00-00
176987,2054,38938,NULL,NULL
176988,2054,44752,1989-00-00,1992-00-00
176990,2054,44753,NULL,NULL
177176,43564,44766,NULL,NULL
177211,44085,44770,NULL,NULL
177213,44085,44771,NULL,NULL
177214,44085,44772,NULL,NULL
177217,44773,41849,2003-00-00,NULL
177219,44774,41849,2004-10-31,NULL
177302,44776,41849,NULL,NULL
177337,18614,41152,2009-00-00,NULL
177359,73729,41849,NULL,NULL
177404,35086,41849,NULL,NULL
177533,38840,41849,NULL,NULL
177549,44785,41849,2006-07-00,NULL
177657,5420,34471,NULL,NULL
177945,44800,44801,2003-00-00,2007-00-00
178051,1721,44816,NULL,NULL
178052,1721,44817,NULL,NULL
178053,1721,44818,NULL,NULL
178055,1721,44820,NULL,NULL
178056,1721,44822,NULL,NULL
178057,1721,19192,2007-00-00,NULL
178059,39943,36826,1996-00-00,1998-00-00
178540,44840,33405,NULL,NULL
178556,44840,44841,NULL,NULL
178557,44840,44841,NULL,NULL
178558,43525,44842,NULL,NULL
178562,43525,44843,NULL,NULL
178563,44840,42437,NULL,NULL
178565,44840,15057,NULL,NULL
178566,5180,55,1990-00-00,NULL
178567,5180,43677,NULL,1990-00-00
178568,5180,42410,NULL,NULL
178570,2571,38166,1987-00-00,1989-00-00
178572,2571,33211,NULL,NULL
178574,2571,37889,NULL,NULL
178636,19681,39252,NULL,NULL
178638,19681,40064,NULL,NULL
178640,22254,44852,NULL,NULL
178641,22254,44854,NULL,NULL
178645,44074,44857,NULL,NULL
178646,44074,44858,NULL,NULL
178650,44074,44862,NULL,NULL
178674,19681,44873,NULL,NULL
178704,10540,277,NULL,NULL
178711,43564,33783,NULL,NULL
178716,43564,39682,NULL,NULL
178717,43564,44880,NULL,NULL
178719,17100,44881,NULL,NULL
178962,17100,30832,1997-00-00,NULL
178965,24525,44220,NULL,NULL
178966,44891,44220,NULL,NULL
178967,44892,44220,NULL,NULL
178969,44893,44220,NULL,NULL
178970,43585,44220,NULL,NULL
178973,44424,44220,NULL,NULL
178974,44894,44220,NULL,NULL
178975,13764,44220,NULL,NULL
178976,5867,44220,NULL,NULL
179005,44897,44220,NULL,NULL
179006,44898,44220,NULL,NULL
179007,5312,44220,NULL,2009-00-00
179008,44899,44220,NULL,NULL
179009,44900,44220,NULL,NULL
179010,44901,44220,NULL,NULL
179011,44902,44220,NULL,NULL
179012,44903,44220,NULL,NULL
179013,37431,44220,NULL,NULL
179014,44904,44220,NULL,NULL
179015,44905,44220,NULL,NULL
179016,44906,44220,NULL,NULL
179017,44907,44220,NULL,NULL
179018,38853,44220,NULL,NULL
179019,44908,44220,NULL,NULL
179020,44909,44220,NULL,NULL
179021,44910,44220,NULL,NULL
179022,26350,44220,NULL,NULL
179023,44911,44220,NULL,NULL
179024,44912,44220,NULL,NULL
179025,44913,44220,NULL,NULL
179045,44914,44220,NULL,NULL
179046,6082,44220,NULL,NULL
179047,44915,44220,NULL,NULL
179048,44916,44220,NULL,NULL
179049,29882,44220,NULL,NULL
179050,44917,44220,NULL,NULL
179051,44918,44220,NULL,NULL
179052,44919,44220,NULL,NULL
179053,44920,44220,NULL,NULL
179054,24361,44220,NULL,NULL
179055,44921,44220,NULL,NULL
179056,44922,44220,NULL,NULL
179057,44923,44220,NULL,NULL
179058,44924,44220,NULL,NULL
179059,44925,44220,NULL,NULL
179060,13773,44220,NULL,NULL
179061,44926,44220,NULL,NULL
179062,44927,44220,NULL,NULL
179063,44927,44220,NULL,NULL
179064,44928,44220,NULL,NULL
179065,44929,44220,NULL,NULL
179066,44930,44220,NULL,NULL
179067,44931,44220,NULL,NULL
179068,44932,44220,NULL,NULL
179069,44933,44220,NULL,NULL
179070,44934,44220,NULL,2010-01-20
179071,44935,44220,NULL,NULL
179072,44936,44220,NULL,NULL
179073,44937,44220,NULL,NULL
179074,44938,44220,NULL,NULL
179075,44939,44220,NULL,NULL
179076,14176,44220,NULL,NULL
179077,44940,44220,NULL,NULL
179078,44940,44220,NULL,NULL
179079,44941,44220,NULL,NULL
179080,44942,44220,NULL,NULL
179081,44943,44220,NULL,NULL
179232,44945,44220,NULL,NULL
179233,44945,44220,NULL,NULL
179234,44946,44220,NULL,NULL
179235,44947,44220,NULL,NULL
179236,44948,44220,NULL,NULL
179237,44949,44220,NULL,NULL
179238,44950,44220,NULL,NULL
179239,44951,44220,NULL,2009-00-00
179240,44952,44220,NULL,NULL
179241,44953,44220,NULL,NULL
179242,44954,44220,NULL,2009-12-11
179243,44840,44220,NULL,NULL
179244,4233,44220,NULL,NULL
179245,44955,44220,NULL,NULL
179246,44956,44220,NULL,NULL
179247,44957,44220,NULL,NULL
179248,44958,44220,NULL,2009-05-01
179249,44365,44220,NULL,NULL
179251,44959,44220,NULL,NULL
179252,44960,44220,NULL,NULL
179253,44961,44220,NULL,2009-00-00
179254,44962,44220,NULL,NULL
179255,44963,44220,NULL,NULL
179256,44964,44220,NULL,NULL
179257,44965,44220,NULL,NULL
179258,44966,44220,NULL,NULL
179259,44967,44220,NULL,NULL
179260,44968,44220,NULL,NULL
179261,44969,44220,NULL,NULL
179262,44970,44220,NULL,NULL
179263,44971,44220,NULL,NULL
179264,44972,44220,NULL,NULL
179265,44973,44220,NULL,NULL
179266,34613,44220,NULL,NULL
179267,44974,44220,NULL,NULL
179268,44975,44220,NULL,NULL
179269,44976,44220,NULL,NULL
179270,44977,44220,NULL,NULL
179271,46113,44220,NULL,NULL
179272,44979,44220,NULL,NULL
179273,44980,44220,NULL,NULL
179274,44981,44220,NULL,NULL
179275,44984,44220,NULL,NULL
179276,44985,44220,NULL,NULL
179277,44986,44220,NULL,NULL
179278,44987,44220,NULL,NULL
179279,44988,44220,NULL,NULL
179280,44989,44220,NULL,NULL
179281,44921,44852,NULL,NULL
179284,44937,44990,1990-00-00,NULL
179695,1898,33580,NULL,NULL
180366,17178,41185,2009-00-00,NULL
180556,43005,39177,2004-00-00,NULL
180728,10617,45061,NULL,NULL
180740,10617,674,2008-00-00,NULL
181024,44427,44353,NULL,NULL
181026,44427,188,NULL,NULL
181067,4166,38888,NULL,NULL
181809,2529,341,NULL,NULL
181832,44156,45117,1990-03-00,NULL
181836,44156,45118,NULL,NULL
181837,44156,45119,NULL,NULL
181848,44158,45121,NULL,NULL
181849,44158,45122,NULL,NULL
181887,1171,45124,2005-01-00,2007-06-00
181893,1171,45124,2004-00-00,2005-01-00
181896,1171,45124,2004-00-00,2005-01-00
182475,1903,41,1995-00-00,1998-00-00
182489,1897,215,1996-00-00,2005-01-00
182544,1904,33577,1982-00-00,2002-00-00
182546,1904,87100,NULL,NULL
182548,1903,87100,NULL,NULL
182983,44070,45160,NULL,NULL
182989,6890,45165,NULL,NULL
182990,6890,45166,NULL,NULL
183002,44064,45176,NULL,NULL
183035,45207,37012,2002-00-00,2006-00-00
183036,45207,37012,2002-00-00,2006-00-00
183037,45207,34953,1998-00-00,NULL
183044,45207,79,2009-05-01,NULL
183045,45208,79,2008-04-01,2009-11-01
183053,44159,45211,NULL,NULL
183059,43954,44435,1997-00-00,NULL
183061,43954,45216,1989-09-00,NULL
183064,43954,45216,1989-09-00,NULL
183065,43954,45219,1994-00-00,NULL
183068,8251,45221,NULL,NULL
183069,8251,45220,NULL,NULL
183090,33671,33672,2009-11-16,NULL
183091,5976,33672,2005-06-01,NULL
183097,45237,33672,2004-10-01,NULL
183098,45237,33672,1986-01-01,NULL
183099,45237,33672,1997-07-01,2001-08-01
183105,45242,36005,2009-06-01,NULL
183110,28667,15757,2009-11-26,2011-08-00
183121,5315,45245,1995-00-00,2003-00-00
183123,5315,45249,NULL,NULL
183124,5315,45250,NULL,NULL
183126,5315,45252,NULL,NULL
183128,5315,45253,NULL,NULL
183130,44059,45254,1995-00-00,NULL
183135,44059,33783,NULL,NULL
183137,44059,45257,NULL,NULL
183139,43955,45258,NULL,NULL
183140,44059,33815,NULL,NULL
183142,43955,45259,NULL,NULL
183144,34843,45261,1996-09-00,NULL
183147,34843,45263,NULL,NULL
183160,43165,42314,2006-00-00,2009-00-00
183162,43165,43043,2007-00-00,2008-00-00
183164,44167,45272,NULL,1995-00-00
183172,15301,41054,1997-00-00,NULL
183869,45299,38175,1995-00-00,NULL
183905,45300,38174,2009-00-00,NULL
183912,44052,45304,NULL,NULL
183918,44043,45308,NULL,NULL
183920,44043,45310,NULL,NULL
183993,44039,45315,NULL,NULL
183995,45317,37338,1973-00-00,NULL
184029,44037,45319,2004-00-00,NULL
184043,44037,45320,NULL,NULL
184045,44037,45321,NULL,NULL
184046,44037,33603,NULL,NULL
184047,44037,14937,NULL,NULL
184078,45317,14931,NULL,NULL
184133,43936,45327,NULL,NULL
184134,43936,44291,2001-00-00,NULL
184200,43934,29465,1994-00-00,NULL
184230,45344,45343,NULL,NULL
184231,45345,45343,NULL,NULL
184232,45346,45343,NULL,NULL
184233,45347,45343,NULL,NULL
184235,45348,45343,NULL,NULL
184236,45349,45343,NULL,NULL
184237,45350,45343,NULL,NULL
184238,45351,45343,NULL,NULL
184239,45352,45343,NULL,NULL
184241,45353,45343,NULL,NULL
184242,45354,45343,NULL,NULL
184244,38492,45343,NULL,NULL
184245,45355,45343,NULL,NULL
184246,36937,45343,NULL,NULL
184247,45322,45343,NULL,NULL
184248,45356,45343,NULL,NULL
184332,1146,14931,NULL,NULL
184358,1146,80,2002-00-00,2004-00-00
184376,45372,14931,NULL,NULL
184454,45376,14931,NULL,NULL
185029,43591,45386,2009-02-00,NULL
185035,1845,45385,NULL,NULL
185307,37076,36045,1994-00-00,NULL
185380,33560,36045,1984-00-00,NULL
185451,44173,239,2006-10-00,NULL
185515,44138,45424,NULL,NULL
185516,44138,45424,NULL,NULL
185519,44138,45426,NULL,NULL
185520,44138,45427,NULL,NULL
185521,44138,45425,1999-00-00,NULL
185527,1526,33551,NULL,NULL
185529,7850,33551,NULL,NULL
185530,14923,33551,NULL,NULL
185531,13834,109236,NULL,NULL
185532,1745,33551,NULL,NULL
185653,1756,33551,NULL,NULL
185656,1756,29,NULL,NULL
185838,27565,33958,2009-05-00,NULL
185839,45433,33958,1998-07-00,NULL
185840,45433,37539,NULL,NULL
185845,45436,36824,NULL,NULL
185847,4964,33958,1999-03-11,2022-03-01
185848,1186,33958,2001-09-00,NULL
185849,45438,33958,NULL,NULL
185850,45439,33958,2000-12-00,NULL
185851,45440,33958,2003-09-00,NULL
185852,45441,33958,2008-03-00,NULL
185853,10771,33958,2004-07-00,NULL
185854,45442,33958,2005-09-00,NULL
185855,45443,33958,2006-09-00,NULL
185856,45444,33958,2004-07-00,NULL
185857,45445,33958,2009-05-00,NULL
185858,33952,33958,2003-11-00,NULL
185859,41897,33958,2008-05-00,NULL
185860,45448,33958,2003-00-00,NULL
185861,45449,33958,2009-07-00,NULL
185862,45450,33958,1009-07-00,NULL
186261,44093,45464,NULL,NULL
186265,44137,45304,2008-01-00,2009-01-00
186268,44137,45468,NULL,NULL
186269,44137,45469,NULL,NULL
186270,44137,45470,NULL,NULL
186616,45486,45484,NULL,NULL
186764,25320,45493,NULL,NULL
186812,6203,38479,NULL,NULL
186817,41458,45503,NULL,NULL
186819,41458,42421,NULL,NULL
186820,41458,36338,NULL,NULL
186827,6203,214,NULL,NULL
186840,6203,451,NULL,NULL
186844,1186,15028,NULL,NULL
186847,45438,45508,NULL,NULL
186848,45438,15245,NULL,NULL
186851,45438,45509,NULL,NULL
186853,42418,45509,NULL,NULL
186854,12841,45509,NULL,NULL
186855,12841,33307,NULL,NULL
186858,12841,40743,NULL,NULL
186859,12841,39220,NULL,NULL
186860,45511,45509,NULL,NULL
186861,45511,15245,NULL,NULL
186862,45511,45512,NULL,NULL
186863,45513,45509,NULL,NULL
186864,45514,45509,NULL,NULL
186865,45515,45509,NULL,NULL
186866,45439,45516,1971-00-00,NULL
186867,45439,45517,NULL,NULL
186868,45439,45518,NULL,NULL
186869,45439,45519,NULL,NULL
186874,45433,45523,NULL,NULL
186877,45436,45525,NULL,NULL
186881,27565,25792,NULL,NULL
186882,27565,45526,NULL,NULL
186883,27565,86448,NULL,NULL
186884,27565,45527,NULL,NULL
186886,45528,45526,NULL,NULL
186887,45528,36338,NULL,NULL
186890,15158,45526,NULL,NULL
186954,15158,45532,NULL,NULL
187005,15158,15028,NULL,NULL
187040,15158,45534,NULL,NULL
187083,15158,41470,NULL,NULL
187453,1556,45526,NULL,NULL
187793,45443,45573,NULL,NULL
187938,45443,45576,NULL,NULL
187944,45442,45578,NULL,NULL
187945,45442,39340,NULL,NULL
187946,45442,14933,NULL,NULL
187947,45442,39588,NULL,NULL
187948,45442,42399,NULL,NULL
188069,45596,28267,2008-01-00,NULL
188073,34852,45598,NULL,NULL
188516,45608,45614,1999-00-00,NULL
188518,45608,45614,1999-00-00,NULL
189245,44129,37727,2008-00-00,NULL
189356,44125,150,2008-00-00,NULL
189642,1974,23141,2010-01-00,NULL
189687,45662,40220,NULL,NULL
189703,1201,12,2004-07-00,2006-12-00
189704,1201,35860,2000-03-00,2004-07-00
189936,37856,21,NULL,NULL
190027,45668,36045,2001-00-00,NULL
190036,33576,36045,2004-00-00,NULL
190037,45670,36045,1998-00-00,NULL
190366,28680,45676,1974-00-00,NULL
190423,18633,45683,NULL,NULL
190477,18633,45685,NULL,NULL
190605,6932,15114,2001-00-00,NULL
190606,1201,15114,2001-00-00,NULL
191456,45725,37314,2002-09-00,NULL
191460,45733,20,NULL,NULL
191633,44471,39960,1990-00-00,NULL
191634,45755,45756,2009-00-00,NULL
191675,45761,44220,NULL,NULL
191676,45761,44241,2003-00-00,NULL
191677,45761,44241,2003-00-00,NULL
191770,45769,45770,2006-00-00,NULL
191835,44951,45184,2002-00-00,2009-08-13
191836,44951,45184,2002-00-00,2009-08-13
191837,45772,44220,NULL,NULL
191838,45772,38828,NULL,NULL
192039,44966,45201,2002-03-00,NULL
192091,44931,45065,2002-06-00,NULL
192104,45778,44220,NULL,NULL
192122,45780,44220,NULL,NULL
192126,50562,44220,NULL,NULL
192127,45783,44220,2009-00-00,NULL
192129,13839,44220,NULL,NULL
192131,45784,44220,2009-00-00,NULL
192134,45786,44220,2009-00-00,NULL
192696,45818,38206,2009-06-00,NULL
192714,24666,51126,NULL,NULL
192741,43594,45833,2005-01-00,2006-01-00
192960,145046,4,2009-00-00,2010-00-00
192968,145046,10,2005-00-00,2007-00-00
192969,45861,35513,NULL,NULL
192973,45861,45862,1995-00-00,1996-00-00
193325,2008,8,NULL,2000-00-00
193995,31088,45883,2003-00-00,2009-00-00
194003,45884,39747,NULL,NULL
194065,45892,45893,NULL,2006-12-00
194118,10990,45895,NULL,NULL
194119,45898,45899,NULL,NULL
194120,45898,45895,NULL,NULL
194121,45900,45895,NULL,NULL
194122,45901,45902,NULL,NULL
194130,23629,28778,2003-00-00,NULL
194222,23763,45907,2007-00-00,NULL
194229,23763,45910,NULL,NULL
194236,45912,45911,2004-12-17,NULL
194240,45914,45915,2009-07-00,NULL
194241,45914,45915,2009-07-00,NULL
194643,45928,38168,NULL,NULL
194645,35696,40184,NULL,NULL
194805,45933,45934,NULL,NULL
194819,45940,38168,NULL,NULL
194820,45940,33338,NULL,NULL
194826,45940,45941,NULL,NULL
194828,45940,45942,NULL,NULL
194829,45943,38168,NULL,NULL
194830,45943,83484,NULL,NULL
194832,45944,38168,NULL,NULL
194839,45945,38168,NULL,NULL
